partner id,customerID,asset id,device id,device type,platform,content type,premium content
14-1742839,6924-TDGMT,57-6373597,44.253.209.239/27,tv,hotstar,Children|Fantasy,YES
78-7655351,2824-MYYBN,70-7714893,212.163.213.253/24,mobile,sony liv,Comedy,NO
09-5804529,4289-DTDKW,84-8172459,3.166.110.190/9,tab,sony liv,Drama,NO
98-6963480,0017-DINOC,45-9243822,228.131.34.254/15,mobile,sony liv,Crime|Drama,NO
32-0871169,4536-PLEQY,65-8670150,58.253.8.116/16,laptop,sony liv,Comedy,NO
73-8504115,6402-EJMWF,43-6020172,131.174.24.36/9,laptop,sony liv,Drama|Thriller,NO
64-1646218,1442-OKRJE,01-2571294,171.184.197.253/22,tv,hotstar,Action|Crime|Drama|Thriller,YES
21-6543717,1459-QNFQT,25-4503275,201.68.85.11/18,mobile,sony liv,Drama,NO
94-2657686,6996-KNSML,99-1971004,42.105.234.62/26,tv,hotstar,Adventure|Children|Drama,YES
13-7900276,2239-JALAW,08-6339866,33.233.20.108/13,mobile,sony liv,Action|Crime|Drama|Romance|Thriller,NO
37-6355883,3452-ABWRL,56-3247849,163.195.35.31/11,tv,sony liv,Comedy|Crime,NO
66-2266034,9231-ZJYAM,75-0908834,244.133.22.72/18,mobile,hotstar,Western,YES
27-6219542,7153-CHRBV,61-5099771,176.173.3.107/31,tv,hotstar,Drama|War,YES
94-8072574,6833-JMZYP,71-0682238,97.220.244.57/5,tv,hotstar,Musical,YES
35-1444544,5666-CYCYZ,30-6493420,196.197.142.95/26,tv,hotstar,Comedy,YES
73-1085262,4425-OWHWB,00-1125610,66.220.211.172/12,tv,hotstar,Drama|Sci-Fi,YES
59-5143997,1543-LLLFT,10-8764054,114.10.211.2/12,tv,sony liv,Horror|Mystery,NO
17-4124263,6581-NQCBA,97-2196110,119.8.82.35/18,tv,hotstar,Drama|Romance,YES
67-3928954,8152-VETUR,31-3070018,2.74.232.199/15,tv,sony liv,Comedy,NO
75-7623184,9796-MVYXX,10-0559658,128.179.184.58/16,mobile,hotstar,Comedy|Musical,YES
51-5839152,2842-JTCCU,14-9005798,78.114.51.144/7,tab,hotstar,Horror|Thriller,YES
36-9452373,0595-ITUDF,48-2628572,196.169.45.215/20,tv,hotstar,Sci-Fi|Thriller,YES
68-5113999,0219-QAERP,94-3210623,240.220.40.6/1,mobile,hotstar,Drama,YES
02-4867094,8226-BXGES,43-6556039,78.108.97.167/8,mobile,sony liv,Comedy|Horror,NO
57-6965390,3090-HAWSU,41-2472534,215.181.99.208/9,tv,hotstar,Comedy,YES
61-6345539,1136-XGEQU,45-3039653,87.239.25.107/1,mobile,sony liv,(no genres listed),NO
74-4205281,6732-FZUGP,97-1258362,110.203.252.137/31,mobile,sony liv,Crime|Mystery|Romance|Thriller,NO
90-8508616,3401-URHDA,16-2053396,111.200.127.216/27,tv,sony liv,Adventure|Comedy|Drama,NO
85-9182453,0365-TRTPY,12-6871319,128.35.54.182/2,laptop,hotstar,Drama|Horror,YES
75-5704913,4654-DLAMQ,36-4491177,69.186.11.57/10,tv,sony liv,Crime|Drama|Thriller,NO
32-1106546,8847-GEOOQ,65-0948238,10.229.201.178/13,tv,sony liv,Action|Comedy|Crime,NO
89-9080187,3030-ZKIWL,29-3555153,169.135.82.222/13,mobile,hotstar,Horror,YES
03-9796310,6727-IOTLZ,62-2449388,6.122.223.88/3,tv,hotstar,Drama,YES
09-3820642,6960-HVYXR,72-7628784,7.1.168.235/20,mobile,sony liv,Comedy,NO
37-3998780,0378-NHQXU,18-5393784,118.228.3.88/14,tv,hotstar,Drama,YES
48-9637999,0565-JUPYD,56-9908381,50.201.14.93/15,laptop,sony liv,Adventure|Drama|War,NO
10-6882130,4625-XMOYM,99-3602622,101.130.222.34/23,tv,sony liv,Horror,NO
13-0881464,7663-ZTEGJ,41-5099521,232.170.27.45/12,mobile,hotstar,Crime|Drama|Mystery|Thriller,YES
41-5615822,1402-PTHGN,46-2174883,148.9.115.160/14,tv,hotstar,Adventure|Drama,YES
29-6334625,7657-DYEPJ,63-4770910,24.252.117.136/4,tv,hotstar,Drama,YES
70-5099486,3523-BRGUW,36-8153268,83.217.182.151/11,tab,hotstar,Drama,YES
27-3610464,0100-DUVFC,37-6016466,87.96.84.233/22,tv,hotstar,Comedy|Documentary,YES
92-2738524,2026-TGDHM,50-3600265,37.145.36.220/2,tv,hotstar,Drama,YES
03-9903324,9746-UGFAC,62-9708304,141.34.56.211/17,tv,hotstar,Action|Comedy|Western,YES
27-0006907,1042-HFUCW,42-4633198,237.176.209.118/30,tv,hotstar,Comedy|Drama,YES
10-4186471,1153-GNOLC,51-3031536,46.184.212.102/2,tv,sony liv,Comedy,NO
28-4513307,0576-WNXXC,51-4453404,169.53.255.172/10,tv,hotstar,Comedy|Drama|Romance,YES
46-4779008,6906-ANDWJ,90-9624375,3.56.51.20/20,mobile,hotstar,Documentary,YES
15-4400299,1022-RKXDR,89-2016466,60.168.121.225/16,tab,sony liv,Comedy|Romance,NO
42-8004828,7123-WQUHX,65-3266124,0.79.35.199/25,tab,hotstar,Sci-Fi|Thriller,YES
54-9913677,5857-TYBCJ,67-9175583,93.38.67.162/15,mobile,hotstar,Comedy|Romance,YES
79-3265240,7729-XBTWX,64-6834317,9.162.38.166/12,mobile,hotstar,Animation|Children|Comedy|IMAX,YES
27-8116724,3978-YNKDD,72-8448223,165.98.198.117/18,mobile,hotstar,Comedy|Drama,YES
75-1434945,9170-CCKOU,57-6490540,47.18.13.236/21,mobile,sony liv,Documentary,NO
40-3117412,1475-VWVDO,17-9847991,14.99.228.104/18,mobile,sony liv,Adventure|Drama,NO
90-5031740,7108-DGVUU,87-9447207,17.28.218.162/5,mobile,hotstar,Action|Adventure|Sci-Fi|IMAX,YES
72-0999935,2533-QVMSK,32-4063078,22.202.52.7/6,mobile,sony liv,Fantasy|Horror|Thriller,NO
51-4393412,7339-POGZN,88-4770141,174.159.100.3/5,tv,hotstar,Documentary,YES
27-0609335,6848-YLDFR,09-2763251,49.24.89.219/5,mobile,sony liv,Comedy|Drama,NO
26-7564896,2898-LSJGD,87-5244626,5.37.182.68/24,mobile,sony liv,Comedy|Romance,NO
52-0537764,3507-GASNP,22-1754986,13.120.64.179/4,laptop,hotstar,Action|Sci-Fi,YES
13-0803287,7799-LGRDP,62-2900804,211.172.123.154/15,tv,sony liv,Documentary,NO
95-2792309,5373-SFODM,71-2594264,190.90.152.198/22,tv,sony liv,Action|Sci-Fi,NO
32-7878853,7733-UDMTP,77-0999336,169.37.219.201/20,mobile,sony liv,(no genres listed),NO
73-3999135,2801-NISEI,34-8870374,83.188.210.123/31,tv,sony liv,Drama,NO
69-5931463,4378-MYPGO,53-1754187,211.63.213.103/14,tv,hotstar,Drama|War,YES
07-2456299,0129-KPTWJ,63-8637441,113.253.13.84/26,tv,hotstar,Comedy,YES
75-4587321,0373-AIVNJ,52-8761426,247.51.10.74/4,mobile,sony liv,Drama|Musical,NO
56-0163036,8414-OOEEL,17-5798623,74.106.247.86/17,mobile,hotstar,Drama,YES
84-9882813,8541-QVFKM,00-7268092,5.141.161.183/30,laptop,sony liv,Documentary,NO
65-7938931,2931-XIQBR,90-0078556,106.11.26.58/5,tv,hotstar,Comedy,YES
72-2733470,5652-MSDEY,38-4434474,221.210.134.174/14,mobile,hotstar,Documentary,YES
92-3361915,2586-CWXVV,62-5398714,29.16.144.241/11,tv,hotstar,Documentary,YES
51-8643945,8058-INTPH,54-2942377,64.209.24.109/7,mobile,sony liv,Comedy|Drama,NO
76-5967079,2798-NYLMZ,48-0213255,19.215.15.3/10,mobile,hotstar,Crime|Drama|Mystery,YES
72-7082860,0880-TKATG,36-3532788,235.223.231.23/11,mobile,sony liv,Horror|Thriller,NO
94-9134260,9342-VNIMQ,48-5002789,50.127.241.124/11,mobile,sony liv,Drama,NO
07-1732116,7779-LGOVN,98-7409250,105.71.174.212/21,mobile,sony liv,Adventure|Fantasy,NO
71-8313950,2192-CKRLV,51-5882015,111.223.204.98/18,tab,hotstar,Drama|Film-Noir,YES
06-1057481,6982-UQZLY,57-7890762,43.137.86.43/8,laptop,sony liv,Comedy,NO
72-5973761,8441-SHIPE,22-2328025,222.208.32.68/29,tv,sony liv,Western,NO
16-8533299,8212-CRQXP,06-7675193,49.117.183.144/28,tv,sony liv,Adventure|Animation|Children|Fantasy|Musical|Romance,NO
89-8340436,3009-JWMPU,27-2344088,249.192.226.24/20,tab,hotstar,Drama|Romance,YES
40-1263343,0623-IIHUG,49-6655887,152.149.159.133/29,laptop,sony liv,Adventure|Animation|Children|Comedy,NO
13-8787764,2632-IVXVF,16-8936949,8.197.200.231/16,tv,sony liv,Comedy|Horror|Thriller,NO
51-5756939,0655-RBDUG,36-5838217,235.106.63.199/9,tab,sony liv,Fantasy|Romance|Sci-Fi,NO
10-8770306,1867-TJHTS,49-9177435,13.170.243.109/17,tv,sony liv,Drama|Romance,NO
34-5691354,0027-KWYKW,80-0305188,26.107.211.37/16,tab,sony liv,Comedy|Drama|Romance,NO
13-6139931,1131-QQZEB,78-0848191,91.131.79.96/25,tv,hotstar,Horror|Sci-Fi|Thriller,YES
43-0854829,5651-CRHKQ,02-6987475,12.175.86.119/9,tv,sony liv,Drama|Romance,NO
94-4733680,1371-DWPAZ,58-7415766,211.198.234.84/19,tv,sony liv,Comedy|Drama,NO
57-1381061,1194-BHJYC,08-3851091,162.66.203.246/12,tv,hotstar,Drama,YES
78-6968069,0572-ZJKLT,10-6516442,242.114.144.13/3,tv,sony liv,Action|Sci-Fi,NO
32-1414252,2928-HLDBA,01-1601854,67.7.194.28/30,tv,hotstar,Comedy|Documentary,YES
07-8466736,2645-QTLMB,05-7096652,62.161.72.32/2,mobile,hotstar,Comedy|Drama,YES
32-0033962,0491-KAPQG,51-8921718,151.162.165.173/5,mobile,sony liv,Comedy|Documentary,NO
42-5405401,3793-MMFUH,03-3209692,200.30.71.250/4,tv,hotstar,Documentary,YES
20-5519219,0578-SKVMF,83-2317357,147.248.21.129/12,tab,hotstar,Animation|Children|Comedy,YES
50-9416151,1025-FALIX,09-1090590,106.92.160.199/22,mobile,hotstar,Documentary,YES
09-6872238,7880-XSOJX,96-6502177,136.188.43.142/11,mobile,sony liv,Adventure|Comedy|Fantasy|Musical|Romance,NO
67-0338937,5799-JRCZO,66-9449396,165.63.37.187/12,tab,hotstar,Action|Comedy|Crime,YES
95-0123184,0495-ZBNGW,01-7739461,77.226.84.74/10,mobile,sony liv,Drama,NO
13-9033337,9970-QBCDA,37-2212556,79.247.10.108/13,laptop,sony liv,Drama,NO
27-9835997,7271-AJDTL,30-5811466,129.99.104.247/9,mobile,sony liv,Action|Drama|Romance,NO
79-1170516,7833-PKIHD,95-0333057,234.205.84.176/11,mobile,hotstar,Action|Crime|Drama|Thriller,YES
16-7406497,5791-KAJFD,96-6923018,102.58.220.166/10,tv,sony liv,Drama,NO
96-6383839,8499-BRXTD,40-5755248,247.132.219.247/4,tv,sony liv,Drama,NO
53-9753161,0853-TWRVK,86-4765762,86.45.23.174/23,tv,hotstar,Horror|Mystery|Thriller,YES
85-7794962,4456-RHSNB,12-6882235,223.172.144.139/11,mobile,hotstar,Drama|Romance,YES
32-4690268,9809-IMGCQ,25-0424538,174.39.47.25/19,tab,hotstar,Comedy,YES
94-3892184,2073-QBVBI,16-7259968,136.127.112.112/3,tab,hotstar,Action|Adventure|Drama,YES
88-0264463,1257-SXUXQ,34-0611150,112.210.146.15/6,mobile,sony liv,Musical,NO
72-8130256,6169-PGNCD,21-3333438,154.74.66.102/27,tv,hotstar,Comedy,YES
91-5287720,2692-BUCFV,35-3470184,105.99.10.92/6,mobile,hotstar,Animation|Comedy|Sci-Fi,YES
35-9525987,1644-IRKSF,84-5590475,98.33.251.59/15,mobile,sony liv,Drama|Horror|Mystery|Thriller,NO
90-0922827,1304-SEGFY,19-9684664,142.24.195.62/14,tv,sony liv,Comedy,NO
96-6494793,9777-WJJPR,02-8007944,41.254.234.79/23,tv,hotstar,Drama|Western,YES
44-2545149,5732-IKGQH,49-7418849,38.208.73.75/2,mobile,hotstar,Drama|Horror,YES
23-3408762,1757-TCATG,85-2773485,109.244.61.41/29,mobile,sony liv,Comedy|Musical,NO
79-9290667,8314-HTWVE,99-9407061,129.45.185.12/21,mobile,hotstar,Drama,YES
85-1039923,2087-QAREY,63-9617453,249.4.117.202/23,mobile,sony liv,Action|Crime|Drama,NO
84-0400032,4229-CZMLL,03-6638437,221.89.0.237/23,mobile,sony liv,Documentary,NO
64-2090625,4940-KHCWD,51-4575581,143.97.154.117/26,mobile,sony liv,Documentary,NO
07-6161922,1834-WULEG,80-9966552,84.221.15.171/3,tv,sony liv,Documentary,NO
37-9442073,6360-SVNWV,12-2563876,206.69.219.194/21,tv,hotstar,Comedy|Drama,YES
35-3148683,5226-NOZFC,06-1056768,50.128.95.89/18,tab,sony liv,Documentary,NO
85-4736960,1062-LHZOD,94-8605708,61.46.220.196/18,tv,hotstar,Drama,YES
40-6433545,1106-HRLKZ,95-3963646,237.236.154.166/17,tv,hotstar,Drama,YES
75-3416621,7094-MSZAO,64-3197163,7.120.231.164/28,tv,sony liv,Comedy,NO
27-5263101,0613-WUXUM,46-4918173,80.220.198.206/1,tv,hotstar,Action|Crime|Thriller,YES
30-2841039,8806-EAGWC,17-9751709,4.9.13.63/13,mobile,sony liv,Documentary,NO
35-3311478,6769-DYBQN,00-3679469,218.206.191.158/31,tv,hotstar,Action|Comedy,YES
91-9672676,2408-TZMJL,46-0137321,117.243.183.181/1,tv,sony liv,Drama,NO
22-8438530,1996-DBMUS,73-2640910,240.228.222.21/27,tab,sony liv,Action|Western,NO
70-0840280,6323-AYBRX,35-6087850,85.192.145.18/13,mobile,hotstar,Documentary,YES
48-0389177,1432-FPAXX,63-2294502,30.229.59.90/5,tv,hotstar,Documentary,YES
39-4031444,4160-AMJTL,20-1840939,233.146.173.245/8,tv,sony liv,Animation|Children|Comedy|Musical,NO
88-1047164,3352-RICWQ,99-4957066,154.176.109.90/3,tv,hotstar,Horror|Thriller,YES
98-4921860,2680-XKKNJ,76-2647102,15.87.181.76/31,mobile,hotstar,Comedy|Drama,YES
77-2143203,8182-BJDSI,30-2886516,164.203.19.4/16,tv,sony liv,Action|Crime|Thriller,NO
22-9782705,1389-WNUIB,20-8311779,21.112.199.81/22,tv,sony liv,Comedy|Drama|Musical,NO
99-6534598,4612-THJBS,83-9511910,20.78.234.191/4,mobile,sony liv,Comedy|Western,NO
65-0372583,1530-ZTDOZ,15-5292007,237.187.234.251/21,tab,hotstar,Fantasy|Horror|Thriller,YES
91-2512252,5842-POCOP,40-7779319,13.133.135.201/28,tv,hotstar,Drama|Romance,YES
04-7471664,9492-TOKRI,59-9941768,12.74.219.72/27,mobile,sony liv,Horror|Sci-Fi,NO
48-2092011,0795-LAFGP,28-7646562,14.113.250.7/25,laptop,sony liv,Drama|Romance,NO
89-3777063,0611-DFXKO,02-3027244,96.47.181.67/13,tv,sony liv,Drama|Mystery|Thriller,NO
27-0365169,8035-BUYVG,09-3455654,2.132.63.209/21,tab,hotstar,Fantasy|IMAX,YES
20-3033966,6620-JDYNW,32-1109350,1.178.133.23/3,tv,hotstar,Action|Crime,YES
38-1601194,8590-OHDIW,95-5798715,138.49.137.178/16,mobile,sony liv,Drama|Thriller,NO
72-5007303,5897-ZYEKH,21-3838164,28.142.210.218/8,tab,sony liv,Crime|Thriller,NO
78-6308034,5084-OOVCJ,34-6081136,152.53.193.120/26,tab,hotstar,Western,YES
97-4871751,1740-CSDJP,38-1947662,103.111.31.245/7,tv,hotstar,Drama|Thriller,YES
70-4646215,2696-RZVZW,65-6961890,176.133.32.129/13,tv,hotstar,Comedy,YES
02-5373522,9450-TRJUU,74-6198554,121.180.217.203/8,tv,sony liv,Adventure|Comedy|Horror,NO
41-6439111,4581-SSPWD,69-6546310,166.177.185.185/5,mobile,sony liv,Drama|Film-Noir,NO
94-2455742,4813-HQMGZ,83-7742831,173.122.251.77/24,mobile,hotstar,Horror|Sci-Fi|Thriller,YES
24-2077042,4903-CNOZC,98-3446615,10.128.72.167/13,mobile,sony liv,Action|Adventure|Animation|Sci-Fi,NO
29-3981076,0822-GAVAP,40-1755650,193.85.167.177/26,mobile,hotstar,Drama,YES
24-0960737,3055-OYMSE,62-7017382,200.148.89.112/12,tv,sony liv,Drama,NO
44-2210095,7242-QZLXF,44-6381578,57.117.31.100/9,tv,sony liv,Documentary,NO
57-5215638,8325-QRPZR,84-3674725,106.188.210.92/9,mobile,sony liv,Action|Horror|Sci-Fi,NO
09-5391721,7874-ECPQJ,73-8485707,91.14.134.251/2,tv,sony liv,Comedy|Documentary|Drama,NO
94-9301493,2476-YGEFM,95-9616173,109.32.63.51/10,tv,sony liv,Documentary|Musical,NO
84-7772723,2276-YDAVZ,48-5589528,193.115.134.65/1,tv,sony liv,Drama,NO
71-3648307,0661-XEYAN,07-8616801,90.100.222.118/2,tv,hotstar,Drama|Fantasy|Sci-Fi,YES
16-2426565,1397-XKKWR,72-2226017,181.37.68.56/30,mobile,hotstar,Action|Crime|Mystery|Thriller,YES
17-6100367,9249-FXSCK,40-2890386,110.231.87.129/20,mobile,hotstar,Horror,YES
83-7292094,4718-WXBGI,30-8197519,53.50.100.60/8,tv,hotstar,Action|Drama,YES
80-0917944,0486-HECZI,61-3199400,119.35.26.71/28,mobile,hotstar,Drama,YES
78-0500651,7291-CDTMJ,90-6752936,21.117.175.73/28,mobile,sony liv,(no genres listed),NO
83-1726218,7196-LIWRH,80-5334015,82.65.179.174/10,tab,sony liv,Drama,NO
16-0651860,0625-AFOHS,41-7884135,123.79.69.147/28,tv,hotstar,Comedy,YES
84-6873857,5656-MJEFC,62-6483507,168.176.64.165/14,tab,hotstar,Documentary,YES
70-2603720,5640-CAXOA,51-3377978,19.237.34.122/12,mobile,hotstar,Drama,YES
82-9477014,3946-MHCZW,47-7896182,42.163.179.71/13,tv,hotstar,Crime|Drama|Mystery,YES
33-6817639,8374-UULRV,82-1134516,170.113.74.244/1,tab,hotstar,Comedy,YES
01-9906387,2108-YKQTY,30-9614379,200.45.227.20/7,laptop,sony liv,Horror|Sci-Fi|Thriller,NO
92-4391578,2862-PFNIK,14-8584527,251.157.169.184/12,tv,sony liv,Documentary,NO
52-2405582,2856-HYAPG,32-9565999,129.112.7.167/31,mobile,hotstar,Documentary,YES
84-0534414,3707-GNWHM,39-1615668,206.224.164.177/31,tv,hotstar,Drama,YES
23-0624291,2363-BJLSL,21-8376562,212.8.39.50/1,mobile,hotstar,Drama,YES
86-2476734,3663-MITLP,97-1105202,104.36.50.8/24,tv,sony liv,Drama|Romance,NO
60-3343994,3373-YZZYM,91-6694270,171.232.65.242/8,tv,hotstar,Comedy|Crime,YES
42-1803894,5848-FHRFC,84-2274034,44.5.98.213/8,mobile,hotstar,Drama,YES
97-3747100,0840-DFEZH,34-7141391,37.32.58.246/27,mobile,sony liv,Crime|Drama|Romance,NO
74-8567769,5879-HMFFH,64-7190528,32.2.67.196/24,mobile,sony liv,Action|Fantasy|Horror,NO
85-7124230,4723-BEGSG,18-6167312,5.66.245.88/9,mobile,sony liv,Children|Drama,NO
00-5199735,3976-BWUCK,88-3230837,38.147.92.127/4,tab,sony liv,Action|Adventure,NO
39-0440031,7120-RFMVS,68-5621352,177.188.48.114/14,tv,sony liv,Adventure|Children|Fantasy|Musical,NO
71-8352687,8292-FRFZQ,23-9580308,221.190.37.234/1,tab,sony liv,Drama,NO
28-9905918,9480-BQJEI,89-0143898,211.91.5.113/28,tv,hotstar,Horror|Thriller,YES
55-3521606,4350-ZTLPI,79-7341787,213.120.173.17/27,tv,hotstar,Western,YES
82-4464444,3763-GCZHZ,02-6829267,86.7.80.14/18,mobile,hotstar,Comedy|Musical|Romance,YES
05-3684438,1658-XUHBX,28-0693897,155.102.104.35/12,tv,sony liv,Drama|Horror|Mystery|Thriller,NO
44-4279153,2507-QZPQS,01-8308026,80.41.188.182/24,mobile,hotstar,Comedy|Drama|Romance,YES
58-0795877,0564-JJHGS,03-6731509,213.113.74.94/17,tv,hotstar,Documentary|Musical,YES
61-6253271,9750-BOOHV,25-0371612,182.143.172.13/24,tv,sony liv,Comedy|War,NO
76-8777415,8773-HHUOZ,86-6921733,77.7.185.155/29,mobile,sony liv,Adventure|Children|Fantasy,NO
97-7847413,1335-MXCSE,41-8969395,76.217.170.42/24,mobile,hotstar,Comedy,YES
53-9369507,6029-CSMJE,75-6839485,112.187.96.100/3,tv,hotstar,Horror,YES
32-1586545,8707-RMEZH,62-7907214,230.81.217.52/25,tv,sony liv,Crime|Drama|Thriller,NO
89-3581388,0771-CHWSK,23-3823818,144.8.173.186/30,mobile,hotstar,Drama,YES
69-6025609,3703-KBKZP,40-2024213,76.49.163.254/22,tv,sony liv,Action|Comedy|Horror|Thriller,NO
41-0955795,9477-LGWQI,31-4202584,218.250.200.136/29,tv,hotstar,Drama,YES
58-4920272,4893-GYUJU,40-6124546,114.32.46.123/27,mobile,hotstar,Adventure|Drama,YES
42-7853129,2393-DIVAI,87-0261749,51.71.7.219/17,tv,hotstar,Comedy,YES
60-9385442,0872-JCPIB,48-4709429,253.111.55.198/20,tv,hotstar,Drama|Film-Noir,YES
56-5275913,9909-IDLEK,07-4420987,224.244.158.51/25,tab,hotstar,Action|Drama,YES
32-5775556,4086-WITJG,15-2194622,44.62.56.178/5,tab,sony liv,Action|Drama|Sci-Fi|Thriller,NO
61-4058725,2874-YXVVA,14-4689725,33.179.60.146/29,tab,sony liv,Comedy|Romance,NO
60-8533336,0057-QBUQH,06-3525155,154.99.145.70/27,tab,hotstar,Drama,YES
71-3272807,4676-MQUEA,21-7045890,100.14.1.39/25,tv,hotstar,Comedy,YES
67-5430628,0580-PIQHM,89-0423259,224.122.101.63/25,tab,hotstar,Action|Crime|Thriller,YES
33-8025797,5243-SAOTC,46-9561966,130.93.214.245/9,tv,hotstar,(no genres listed),YES
15-4837260,8347-GDTMP,31-5628579,15.172.149.39/26,mobile,hotstar,Horror,YES
41-7217892,5012-YSPJJ,62-8132177,218.95.180.145/26,tv,hotstar,Comedy,YES
77-8186050,5288-AHOUP,70-8260104,200.236.122.232/21,mobile,sony liv,Thriller,NO
93-3756555,7488-MXJIV,80-9427240,23.35.134.98/30,tab,hotstar,Comedy|Drama|Fantasy,YES
12-6856018,9867-XOBQA,69-9314446,27.218.255.147/27,tv,hotstar,Drama|Film-Noir|Mystery,YES
22-0106068,2511-ALLCS,05-6773621,250.25.55.167/19,tv,sony liv,Drama|Romance,NO
70-9432019,5578-NKCXI,20-5643953,3.39.91.196/19,mobile,sony liv,Comedy|Drama,NO
17-1172475,1223-UNPKS,86-9118741,113.27.85.214/30,mobile,sony liv,Comedy,NO
41-9156847,9087-EYCPR,10-9914243,24.167.146.151/18,tv,hotstar,Crime|Drama,YES
33-2519636,5924-SNGKP,65-9903194,221.27.220.210/1,tv,hotstar,Drama,YES
88-5966351,1101-SSWAG,80-6662305,147.50.150.235/9,tv,sony liv,Drama,NO
88-0030803,0082-LDZUE,13-6399648,206.84.32.15/13,mobile,hotstar,Action|Crime|Drama|Thriller,YES
24-1368002,2003-CKLOR,51-8703234,28.222.138.131/19,tv,hotstar,Action|Adventure|Sci-Fi|IMAX,YES
61-5831836,0679-IDSTG,24-3540135,137.158.51.57/9,mobile,sony liv,Documentary,NO
17-1124676,7729-JTEEC,69-9849987,122.124.103.116/15,mobile,sony liv,Comedy,NO
73-9778100,1550-LOAHA,89-1314125,221.134.39.209/14,mobile,sony liv,Documentary,NO
98-9949850,8336-TAVKX,41-8530986,9.173.29.81/7,tv,hotstar,Crime|Drama|Thriller,YES
90-5404123,9114-VEPUF,13-1988756,197.70.1.145/15,tv,sony liv,Crime|Drama|Film-Noir,NO
00-2384001,2688-BHGOG,37-4924398,105.83.8.241/23,tv,hotstar,Comedy|Musical,YES
00-5214815,2038-OEQZH,59-0417022,68.249.29.219/13,tab,hotstar,Documentary,YES
35-3754011,4767-HZZHQ,81-7198697,144.221.119.221/27,mobile,hotstar,Comedy|Drama|Romance,YES
88-6684960,0093-XWZFY,14-6249031,242.98.60.247/27,tv,sony liv,Comedy|Drama|Fantasy|Musical,NO
82-6253380,5519-TEEUH,56-1360081,242.199.1.73/11,tv,hotstar,Drama,YES
47-3008256,1088-CNNKB,80-9802267,143.58.251.254/24,tv,hotstar,Documentary,YES
18-9613787,1813-JLKWR,50-7408916,155.81.177.129/14,mobile,sony liv,Adventure|Comedy|Fantasy,NO
48-8128604,4566-NECEV,03-7675734,43.70.176.220/21,laptop,sony liv,Crime|Drama|Thriller,NO
06-5063057,1009-IRMNA,74-5559366,95.208.52.158/31,mobile,hotstar,Drama|Musical,YES
30-6663873,7410-OIEDU,42-0598838,200.241.155.38/20,tv,hotstar,Action|Drama,YES
64-6310512,7549-MYGPK,31-7760450,0.221.165.245/30,tv,sony liv,Drama,NO
85-2537886,0056-EPFBG,15-1984936,116.243.118.108/28,tab,sony liv,Drama,NO
69-9114491,5032-USPKF,63-3072771,193.22.247.166/28,tab,hotstar,Animation|Children|Comedy,YES
92-0892976,6723-WSNTY,93-0187838,212.126.164.199/30,tv,hotstar,Drama,YES
27-9429989,1195-OIYEJ,96-2215323,49.121.215.182/26,mobile,hotstar,Drama|Horror|Thriller,YES
58-1033012,7964-YESJC,04-4499200,8.3.174.170/27,mobile,hotstar,Drama|Romance,YES
55-6633054,5995-SNNEW,09-7741790,103.150.219.6/16,tv,sony liv,Horror,NO
93-1557571,9904-EHEVJ,74-4091770,166.134.196.98/12,tab,hotstar,Comedy|Drama,YES
40-4266051,7876-AEHIG,43-4418600,0.39.130.104/11,tv,sony liv,Comedy|Horror|Mystery|Sci-Fi,NO
99-5487161,4933-BSAIP,60-2554144,192.65.215.59/25,tv,sony liv,Action|Drama,NO
07-2234061,2978-XXSOG,57-1358196,67.237.48.185/3,laptop,hotstar,Drama,YES
10-7450222,2585-KTFRE,19-3858522,169.236.114.211/25,tab,sony liv,Comedy|Drama,NO
67-9561902,4847-TAJYI,02-9475519,129.187.252.201/12,tv,hotstar,Action|Crime|Thriller,YES
75-7430155,6141-OOXUQ,45-4247912,117.125.240.93/20,tv,hotstar,Drama,YES
78-2936759,8189-DUKMV,95-8464322,94.204.85.218/1,tv,sony liv,Adventure|Animation|Sci-Fi,NO
61-4192872,7752-XUSCI,40-7406696,0.102.188.104/13,tv,sony liv,Action|Crime|Drama|Thriller,NO
23-4247218,4334-HOWRP,83-0989144,210.165.31.200/21,tv,sony liv,Comedy,NO
61-4525411,4445-KWOKW,61-0547593,32.248.95.39/11,tab,sony liv,Drama,NO
43-9656729,0541-FITGH,04-8621084,150.93.192.59/21,mobile,hotstar,Drama|Thriller,YES
04-7982179,8039-EQPIM,84-0921793,223.211.10.176/4,mobile,hotstar,Drama,YES
27-9970628,6474-FVJLC,65-5627320,232.83.158.253/18,tab,hotstar,Documentary,YES
31-2824893,3776-EKTKM,26-4684973,92.165.11.156/11,mobile,hotstar,Action|Thriller,YES
90-1344586,7036-ZZKBD,13-4210390,2.53.43.73/19,tv,hotstar,Comedy,YES
28-2296451,6696-YDAYZ,61-0791756,212.181.154.252/4,tv,hotstar,Comedy,YES
76-3410012,6040-CGACY,71-8494887,23.115.164.80/16,tv,sony liv,Drama,NO
87-7287787,3006-XIMLN,62-7574850,12.166.61.77/28,tab,hotstar,Horror|Sci-Fi,YES
93-7656021,7668-XCFYV,01-1623673,102.62.25.82/23,mobile,sony liv,Documentary,NO
24-2142857,6101-IMRMM,65-6790584,15.19.87.210/8,mobile,hotstar,Comedy|Romance,YES
93-9052836,7839-NUIAA,51-0646743,233.233.13.180/17,tv,sony liv,Action|Comedy|Sci-Fi|Thriller,NO
