,customerID,platform,content type,premium content,Customer Longevity,Subscription Type ,Contract Amount,Contract Term,IssueType,platform,appVersion,Upgradable,Status,profile ID,Subscribed,Video resolution,ApplicationVersion,PremiumContentType,VideoType,DRM,CDN,Platform
6918,,,,,,,,,,,,,,,True,4K,3.8000000000000025,No,Series,Widevine,Cloudfront,FireTV
6919,,,,,,,,,,,,,,,False,480p,5.600000000000003,Yes,Series,PlayReady,Akamai,Browser
6920,,,,,,,,,,,,,,,False,2K,6.500000000000004,No,Documentary,Widevine,Akamai,Android
6921,,,,,,,,,,,,,,,True,480p,5.700000000000005,Yes,Series,PlayReady,Cloudfront,iOS
6922,,,,,,,,,,,,,,,True,480p,6.700000000000005,Yes,Series,Widevine,Cloudfront,Android
6923,,,,,,,,,,,,,,,False,4K,1.5000000000000004,No,Documentary,PlayReady,Akamai,iOS
6924,,,,,,,,,,,,,,,True,480p,6.800000000000005,Yes,Movie,PlayReady,Akamai,FireTV
6925,,,,,,,,,,,,,,,True,2K,3.0000000000000018,Yes,Documentary,PlayReady,Akamai,Browser
6926,,,,,,,,,,,,,,,True,480p,2.100000000000001,Yes,Movie,PlayReady,Cloudfront,iOS
6927,,,,,,,,,,,,,,,False,720p,2.200000000000001,No,Documentary,Widevine,Akamai,iOS
6928,,,,,,,,,,,,,,,False,2K,1.4000000000000004,No,Series,Widevine,Cloudfront,FireTV
6929,,,,,,,,,,,,,,,False,720p,3.3000000000000016,No,Movie,PlayReady,Cloudfront,Android
6930,,,,,,,,,,,,,,,False,720p,1.0,No,Documentary,PlayReady,Akamai,Android
6931,,,,,,,,,,,,,,,True,720p,4.400000000000003,No,Documentary,Widevine,Akamai,Browser
6932,,,,,,,,,,,,,,,True,480p,3.7000000000000015,Yes,Series,Widevine,Akamai,iOS
6933,,,,,,,,,,,,,,,True,480p,6.500000000000004,Yes,Documentary,Widevine,Akamai,Android
6934,,,,,,,,,,,,,,,False,720p,2.6000000000000014,No,Documentary,PlayReady,Cloudfront,Browser
6935,,,,,,,,,,,,,,,True,720p,2.6000000000000014,Yes,Series,Widevine,Akamai,FireTV
6936,,,,,,,,,,,,,,,True,480p,4.600000000000003,Yes,Documentary,PlayReady,Cloudfront,Android
6937,,,,,,,,,,,,,,,True,4K,5.500000000000004,Yes,Documentary,Widevine,Cloudfront,Android
6938,,,,,,,,,,,,,,,False,2K,6.400000000000005,Yes,Movie,Widevine,Cloudfront,iOS
6939,,,,,,,,,,,,,,,True,480p,4.700000000000003,Yes,Series,PlayReady,Cloudfront,Android
6940,,,,,,,,,,,,,,,False,480p,2.3000000000000007,Yes,Documentary,Widevine,Akamai,FireTV
6941,,,,,,,,,,,,,,,True,480p,2.6000000000000014,No,Movie,PlayReady,Akamai,FireTV
6942,,,,,,,,,,,,,,,True,480p,4.200000000000003,No,Series,PlayReady,Cloudfront,FireTV
6943,,,,,,,,,,,,,,,True,720p,5.100000000000003,No,Series,Widevine,Akamai,Android
6944,,,,,,,,,,,,,,,False,2K,2.3000000000000007,No,Documentary,PlayReady,Cloudfront,Android
6945,,,,,,,,,,,,,,,False,480p,1.9000000000000008,No,Series,PlayReady,Akamai,iOS
6946,,,,,,,,,,,,,,,True,720p,4.600000000000003,Yes,Movie,Widevine,Akamai,FireTV
6947,,,,,,,,,,,,,,,True,1080p,3.4000000000000017,No,Series,PlayReady,Akamai,FireTV
6948,,,,,,,,,,,,,,,False,2K,6.700000000000005,Yes,Movie,Widevine,Cloudfront,Android
6949,,,,,,,,,,,,,,,True,480p,4.800000000000003,Yes,Movie,PlayReady,Akamai,Browser
6950,,,,,,,,,,,,,,,False,720p,1.5000000000000004,Yes,Series,PlayReady,Cloudfront,Android
6951,,,,,,,,,,,,,,,False,480p,4.900000000000004,No,Series,PlayReady,Cloudfront,Browser
6952,,,,,,,,,,,,,,,True,1080p,3.9000000000000026,No,Movie,PlayReady,Cloudfront,Browser
6953,,,,,,,,,,,,,,,True,480p,2.200000000000001,Yes,Series,Widevine,Cloudfront,iOS
6954,,,,,,,,,,,,,,,True,1080p,1.6000000000000003,Yes,Series,Widevine,Cloudfront,Browser
6955,,,,,,,,,,,,,,,True,480p,3.4000000000000017,No,Movie,PlayReady,Akamai,Browser
6956,,,,,,,,,,,,,,,False,4K,5.300000000000004,Yes,Documentary,PlayReady,Cloudfront,iOS
6957,,,,,,,,,,,,,,,False,720p,2.5000000000000013,No,Series,PlayReady,Cloudfront,Browser
6958,,,,,,,,,,,,,,,True,720p,2.8000000000000016,No,Series,Widevine,Cloudfront,iOS
6959,,,,,,,,,,,,,,,True,1080p,4.700000000000003,Yes,Movie,Widevine,Akamai,FireTV
6960,,,,,,,,,,,,,,,True,480p,5.600000000000003,Yes,Documentary,PlayReady,Akamai,FireTV
6961,,,,,,,,,,,,,,,True,720p,2.700000000000001,No,Documentary,Widevine,Akamai,iOS
6962,,,,,,,,,,,,,,,False,480p,4.3000000000000025,No,Series,PlayReady,Cloudfront,iOS
6963,,,,,,,,,,,,,,,False,2K,5.100000000000003,Yes,Series,PlayReady,Cloudfront,Browser
6964,,,,,,,,,,,,,,,False,720p,6.100000000000005,No,Series,PlayReady,Cloudfront,FireTV
6965,,,,,,,,,,,,,,,False,1080p,2.200000000000001,Yes,Movie,PlayReady,Cloudfront,FireTV
6966,,,,,,,,,,,,,,,True,4K,6.400000000000005,No,Series,PlayReady,Akamai,iOS
6967,,,,,,,,,,,,,,,False,1080p,1.0,Yes,Series,PlayReady,Akamai,Android
6968,,,,,,,,,,,,,,,True,2K,3.9000000000000026,No,Series,PlayReady,Akamai,iOS
6969,,,,,,,,,,,,,,,False,720p,4.3000000000000025,Yes,Documentary,PlayReady,Akamai,iOS
6970,,,,,,,,,,,,,,,False,720p,1.1,No,Series,PlayReady,Cloudfront,Android
6971,,,,,,,,,,,,,,,False,480p,6.600000000000005,Yes,Documentary,PlayReady,Cloudfront,iOS
6972,,,,,,,,,,,,,,,False,2K,1.4000000000000004,No,Documentary,Widevine,Cloudfront,Android
6973,,,,,,,,,,,,,,,True,1080p,3.0000000000000018,Yes,Documentary,Widevine,Akamai,Browser
6974,,,,,,,,,,,,,,,False,4K,5.200000000000004,Yes,Series,Widevine,Cloudfront,Android
6975,,,,,,,,,,,,,,,True,4K,2.3000000000000007,No,Documentary,PlayReady,Akamai,Browser
6976,,,,,,,,,,,,,,,True,480p,6.200000000000005,No,Documentary,PlayReady,Akamai,iOS
6977,,,,,,,,,,,,,,,True,720p,6.900000000000006,No,Movie,Widevine,Cloudfront,FireTV
6978,,,,,,,,,,,,,,,True,1080p,2.3000000000000007,No,Movie,PlayReady,Akamai,FireTV
6979,,,,,,,,,,,,,,,False,480p,4.3000000000000025,Yes,Movie,Widevine,Akamai,FireTV
6980,,,,,,,,,,,,,,,False,1080p,6.700000000000005,Yes,Series,Widevine,Cloudfront,iOS
6981,,,,,,,,,,,,,,,True,2K,1.6000000000000003,Yes,Series,PlayReady,Akamai,Browser
6982,,,,,,,,,,,,,,,True,720p,5.200000000000004,Yes,Documentary,PlayReady,Cloudfront,FireTV
6983,,,,,,,,,,,,,,,True,480p,1.5000000000000004,Yes,Series,PlayReady,Akamai,Browser
6984,,,,,,,,,,,,,,,True,480p,4.700000000000003,No,Documentary,Widevine,Akamai,Browser
6985,,,,,,,,,,,,,,,False,720p,1.2000000000000002,No,Documentary,Widevine,Akamai,iOS
6986,,,,,,,,,,,,,,,True,480p,1.6000000000000003,Yes,Documentary,PlayReady,Akamai,FireTV
6987,,,,,,,,,,,,,,,True,480p,2.700000000000001,Yes,Series,Widevine,Akamai,FireTV
6988,,,,,,,,,,,,,,,False,720p,6.400000000000005,Yes,Documentary,Widevine,Akamai,Android
6989,,,,,,,,,,,,,,,True,720p,4.400000000000003,No,Movie,Widevine,Akamai,Android
6990,,,,,,,,,,,,,,,True,1080p,1.6000000000000003,Yes,Movie,PlayReady,Akamai,iOS
6991,,,,,,,,,,,,,,,True,480p,4.400000000000003,Yes,Documentary,Widevine,Cloudfront,Browser
6992,,,,,,,,,,,,,,,True,480p,6.500000000000004,No,Documentary,Widevine,Akamai,iOS
6993,,,,,,,,,,,,,,,False,720p,3.5000000000000018,Yes,Movie,PlayReady,Akamai,Browser
6994,,,,,,,,,,,,,,,True,480p,6.600000000000005,No,Series,PlayReady,Cloudfront,FireTV
6995,,,,,,,,,,,,,,,False,2K,4.3000000000000025,No,Series,PlayReady,Akamai,Browser
6996,,,,,,,,,,,,,,,False,1080p,6.700000000000005,Yes,Documentary,PlayReady,Akamai,Android
6997,,,,,,,,,,,,,,,False,4K,3.7000000000000015,No,Documentary,Widevine,Cloudfront,FireTV
6998,,,,,,,,,,,,,,,True,720p,4.900000000000004,No,Documentary,Widevine,Akamai,iOS
6999,,,,,,,,,,,,,,,False,480p,1.3000000000000005,Yes,Series,PlayReady,Akamai,Android
7000,,,,,,,,,,,,,,,False,480p,4.900000000000004,Yes,Series,Widevine,Akamai,Browser
7001,,,,,,,,,,,,,,,False,480p,2.700000000000001,No,Documentary,Widevine,Cloudfront,iOS
7002,,,,,,,,,,,,,,,False,720p,4.600000000000003,Yes,Documentary,PlayReady,Akamai,FireTV
7003,,,,,,,,,,,,,,,False,4K,5.200000000000004,Yes,Series,PlayReady,Cloudfront,FireTV
7004,,,,,,,,,,,,,,,True,480p,1.7000000000000006,No,Series,Widevine,Cloudfront,FireTV
7005,,,,,,,,,,,,,,,False,2K,4.700000000000003,No,Movie,Widevine,Cloudfront,FireTV
7006,,,,,,,,,,,,,,,False,1080p,2.700000000000001,No,Documentary,PlayReady,Cloudfront,FireTV
7007,,,,,,,,,,,,,,,False,720p,4.400000000000003,Yes,Series,Widevine,Cloudfront,FireTV
7008,,,,,,,,,,,,,,,True,4K,5.000000000000004,Yes,Series,PlayReady,Cloudfront,Browser
7009,,,,,,,,,,,,,,,True,480p,5.900000000000004,No,Documentary,PlayReady,Akamai,Android
7010,,,,,,,,,,,,,,,False,480p,6.700000000000005,Yes,Movie,PlayReady,Akamai,Android
7011,,,,,,,,,,,,,,,False,1080p,5.200000000000004,Yes,Movie,Widevine,Akamai,Android
7012,,,,,,,,,,,,,,,True,480p,5.200000000000004,Yes,Movie,Widevine,Akamai,Android
7013,,,,,,,,,,,,,,,False,480p,3.7000000000000015,Yes,Series,PlayReady,Akamai,FireTV
7014,,,,,,,,,,,,,,,True,720p,5.900000000000004,Yes,Documentary,Widevine,Cloudfront,Android
7015,,,,,,,,,,,,,,,True,480p,5.100000000000003,No,Series,PlayReady,Cloudfront,iOS
7016,,,,,,,,,,,,,,,False,720p,6.900000000000006,Yes,Documentary,Widevine,Cloudfront,iOS
7017,,,,,,,,,,,,,,,True,4K,6.500000000000004,Yes,Documentary,PlayReady,Cloudfront,iOS
7018,,,,,,,,,,,,,,,False,720p,3.8000000000000025,No,Series,PlayReady,Cloudfront,iOS
7019,,,,,,,,,,,,,,,False,480p,5.700000000000005,No,Documentary,PlayReady,Cloudfront,FireTV
7020,,,,,,,,,,,,,,,True,480p,5.200000000000004,No,Documentary,PlayReady,Cloudfront,Android
7021,,,,,,,,,,,,,,,True,720p,2.6000000000000014,Yes,Series,PlayReady,Cloudfront,FireTV
7022,,,,,,,,,,,,,,,True,480p,2.700000000000001,Yes,Series,PlayReady,Cloudfront,FireTV
7023,,,,,,,,,,,,,,,True,1080p,6.900000000000006,Yes,Series,PlayReady,Akamai,iOS
7024,,,,,,,,,,,,,,,False,4K,1.4000000000000004,Yes,Series,PlayReady,Cloudfront,FireTV
7025,,,,,,,,,,,,,,,True,480p,2.9000000000000017,Yes,Documentary,Widevine,Akamai,Android
7026,,,,,,,,,,,,,,,False,720p,6.500000000000004,Yes,Series,PlayReady,Akamai,Android
7027,,,,,,,,,,,,,,,False,720p,2.700000000000001,Yes,Documentary,PlayReady,Akamai,iOS
7028,,,,,,,,,,,,,,,True,720p,3.3000000000000016,Yes,Movie,PlayReady,Cloudfront,Browser
7029,,,,,,,,,,,,,,,False,480p,4.500000000000004,No,Series,PlayReady,Akamai,iOS
7030,,,,,,,,,,,,,,,True,720p,1.7000000000000006,No,Series,PlayReady,Cloudfront,iOS
7031,,,,,,,,,,,,,,,False,1080p,6.700000000000005,Yes,Series,Widevine,Akamai,Android
7032,,,,,,,,,,,,,,,True,480p,3.9000000000000026,Yes,Documentary,Widevine,Cloudfront,FireTV
7033,,,,,,,,,,,,,,,False,480p,1.3000000000000005,Yes,Movie,PlayReady,Cloudfront,Android
7034,,,,,,,,,,,,,,,True,2K,4.100000000000003,No,Documentary,Widevine,Akamai,iOS
7035,,,,,,,,,,,,,,,True,720p,5.600000000000003,Yes,Documentary,PlayReady,Akamai,Browser
7036,,,,,,,,,,,,,,,False,2K,4.700000000000003,Yes,Movie,Widevine,Cloudfront,Android
7037,,,,,,,,,,,,,,,False,480p,6.300000000000003,Yes,Movie,PlayReady,Akamai,Android
7038,,,,,,,,,,,,,,,False,480p,1.6000000000000003,No,Documentary,PlayReady,Akamai,iOS
7039,,,,,,,,,,,,,,,True,720p,2.100000000000001,No,Series,Widevine,Cloudfront,FireTV
7040,,,,,,,,,,,,,,,False,480p,6.900000000000006,Yes,Documentary,PlayReady,Cloudfront,FireTV
7041,,,,,,,,,,,,,,,True,480p,2.400000000000001,No,Movie,Widevine,Cloudfront,FireTV
7042,,,,,,,,,,,,,,,False,480p,2.6000000000000014,Yes,Series,Widevine,Cloudfront,Browser
7043,,,,,,,,,,,,,,,True,480p,3.7000000000000015,Yes,Series,Widevine,Akamai,FireTV
7044,,,,,,,,,,,,,,,True,480p,5.500000000000004,Yes,Documentary,PlayReady,Cloudfront,iOS
7045,,,,,,,,,,,,,,,True,480p,1.8000000000000007,No,Movie,Widevine,Cloudfront,iOS
7046,,,,,,,,,,,,,,,False,720p,4.000000000000003,Yes,Movie,Widevine,Akamai,Android
7047,,,,,,,,,,,,,,,True,1080p,6.700000000000005,Yes,Documentary,Widevine,Akamai,FireTV
7048,,,,,,,,,,,,,,,True,1080p,2.100000000000001,Yes,Series,PlayReady,Akamai,Browser
7049,,,,,,,,,,,,,,,True,720p,3.5000000000000018,No,Series,PlayReady,Cloudfront,Browser
7050,,,,,,,,,,,,,,,True,720p,6.500000000000004,No,Series,Widevine,Akamai,Browser
7051,,,,,,,,,,,,,,,False,2K,4.500000000000004,Yes,Documentary,PlayReady,Akamai,Browser
7052,,,,,,,,,,,,,,,True,2K,1.1,No,Documentary,Widevine,Akamai,iOS
7053,,,,,,,,,,,,,,,True,480p,3.7000000000000015,Yes,Series,Widevine,Cloudfront,Android
7054,,,,,,,,,,,,,,,True,1080p,5.300000000000004,No,Documentary,Widevine,Cloudfront,iOS
7055,,,,,,,,,,,,,,,False,480p,1.8000000000000007,No,Documentary,PlayReady,Cloudfront,iOS
7056,,,,,,,,,,,,,,,True,480p,1.6000000000000003,Yes,Movie,PlayReady,Akamai,Android
7057,,,,,,,,,,,,,,,False,720p,5.700000000000005,Yes,Documentary,Widevine,Akamai,Browser
7058,,,,,,,,,,,,,,,False,720p,1.1,No,Movie,Widevine,Cloudfront,FireTV
7059,,,,,,,,,,,,,,,False,720p,3.3000000000000016,No,Documentary,PlayReady,Cloudfront,iOS
7060,,,,,,,,,,,,,,,True,480p,4.500000000000004,Yes,Documentary,PlayReady,Akamai,Android
7061,,,,,,,,,,,,,,,False,720p,2.400000000000001,Yes,Movie,PlayReady,Cloudfront,iOS
7062,,,,,,,,,,,,,,,True,4K,5.200000000000004,No,Documentary,PlayReady,Akamai,Android
7063,,,,,,,,,,,,,,,False,4K,3.8000000000000025,Yes,Series,Widevine,Akamai,FireTV
7064,,,,,,,,,,,,,,,True,720p,6.900000000000006,No,Documentary,PlayReady,Cloudfront,iOS
7065,,,,,,,,,,,,,,,True,480p,4.600000000000003,Yes,Series,PlayReady,Cloudfront,FireTV
7066,,,,,,,,,,,,,,,True,720p,1.9000000000000008,No,Movie,PlayReady,Akamai,FireTV
7067,,,,,,,,,,,,,,,False,720p,5.800000000000003,Yes,Movie,Widevine,Cloudfront,Android
7068,,,,,,,,,,,,,,,False,480p,2.8000000000000016,Yes,Documentary,Widevine,Akamai,Browser
7069,,,,,,,,,,,,,,,False,480p,2.6000000000000014,Yes,Documentary,PlayReady,Akamai,FireTV
7070,,,,,,,,,,,,,,,False,720p,4.700000000000003,Yes,Movie,PlayReady,Akamai,iOS
7071,,,,,,,,,,,,,,,False,720p,5.600000000000003,Yes,Documentary,Widevine,Cloudfront,Browser
7072,,,,,,,,,,,,,,,False,480p,6.100000000000005,No,Movie,PlayReady,Cloudfront,FireTV
7073,,,,,,,,,,,,,,,False,720p,4.3000000000000025,No,Movie,PlayReady,Cloudfront,FireTV
7074,,,,,,,,,,,,,,,True,480p,5.800000000000003,Yes,Movie,PlayReady,Akamai,Browser
7075,,,,,,,,,,,,,,,False,1080p,6.400000000000005,No,Series,Widevine,Akamai,Android
7076,,,,,,,,,,,,,,,True,480p,4.200000000000003,Yes,Movie,Widevine,Akamai,FireTV
7077,,,,,,,,,,,,,,,True,480p,5.500000000000004,Yes,Documentary,PlayReady,Akamai,FireTV
7078,,,,,,,,,,,,,,,False,480p,3.200000000000002,No,Movie,Widevine,Cloudfront,Browser
7079,,,,,,,,,,,,,,,True,2K,1.6000000000000003,No,Movie,PlayReady,Cloudfront,iOS
7080,,,,,,,,,,,,,,,False,4K,4.200000000000003,Yes,Series,PlayReady,Cloudfront,FireTV
7081,,,,,,,,,,,,,,,True,480p,2.5000000000000013,Yes,Series,Widevine,Akamai,Browser
7082,,,,,,,,,,,,,,,False,480p,1.5000000000000004,Yes,Movie,Widevine,Akamai,Android
7083,,,,,,,,,,,,,,,True,480p,2.5000000000000013,No,Documentary,PlayReady,Cloudfront,Android
7084,,,,,,,,,,,,,,,False,1080p,5.200000000000004,No,Series,Widevine,Cloudfront,Browser
7085,,,,,,,,,,,,,,,True,1080p,4.700000000000003,No,Series,Widevine,Cloudfront,Android
7086,,,,,,,,,,,,,,,False,480p,3.3000000000000016,Yes,Series,PlayReady,Akamai,Browser
7087,,,,,,,,,,,,,,,False,480p,3.7000000000000015,No,Documentary,Widevine,Cloudfront,FireTV
7088,,,,,,,,,,,,,,,True,720p,6.700000000000005,No,Documentary,Widevine,Cloudfront,Browser
7089,,,,,,,,,,,,,,,True,480p,6.200000000000005,No,Series,PlayReady,Akamai,iOS
7090,,,,,,,,,,,,,,,False,4K,6.500000000000004,Yes,Documentary,Widevine,Cloudfront,FireTV
7091,,,,,,,,,,,,,,,True,2K,5.900000000000004,Yes,Movie,Widevine,Cloudfront,Android
7092,,,,,,,,,,,,,,,False,480p,4.700000000000003,Yes,Series,PlayReady,Akamai,iOS
7093,,,,,,,,,,,,,,,False,480p,1.2000000000000002,Yes,Movie,PlayReady,Akamai,Browser
7094,,,,,,,,,,,,,,,False,1080p,4.100000000000003,Yes,Movie,PlayReady,Akamai,Android
7095,,,,,,,,,,,,,,,True,480p,6.900000000000006,No,Series,PlayReady,Akamai,FireTV
7096,,,,,,,,,,,,,,,True,2K,4.100000000000003,No,Documentary,Widevine,Cloudfront,iOS
7097,,,,,,,,,,,,,,,False,720p,2.700000000000001,No,Series,Widevine,Akamai,Android
7098,,,,,,,,,,,,,,,True,720p,2.400000000000001,No,Documentary,PlayReady,Cloudfront,Browser
7099,,,,,,,,,,,,,,,False,480p,6.100000000000005,No,Documentary,PlayReady,Akamai,iOS
7100,,,,,,,,,,,,,,,True,2K,2.9000000000000017,No,Series,PlayReady,Cloudfront,Browser
7101,,,,,,,,,,,,,,,True,480p,3.100000000000002,Yes,Series,PlayReady,Akamai,FireTV
7102,,,,,,,,,,,,,,,False,720p,6.600000000000005,Yes,Movie,Widevine,Cloudfront,iOS
7103,,,,,,,,,,,,,,,False,1080p,2.6000000000000014,No,Series,PlayReady,Akamai,Android
7104,,,,,,,,,,,,,,,False,2K,5.800000000000003,No,Series,Widevine,Cloudfront,FireTV
7105,,,,,,,,,,,,,,,True,1080p,6.700000000000005,Yes,Movie,Widevine,Akamai,FireTV
7106,,,,,,,,,,,,,,,False,720p,1.5000000000000004,No,Movie,PlayReady,Akamai,Browser
7107,,,,,,,,,,,,,,,True,720p,2.200000000000001,Yes,Documentary,PlayReady,Cloudfront,FireTV
7108,,,,,,,,,,,,,,,False,480p,2.6000000000000014,No,Series,Widevine,Akamai,Android
7109,,,,,,,,,,,,,,,True,480p,5.200000000000004,Yes,Series,Widevine,Akamai,Android
7110,,,,,,,,,,,,,,,True,720p,4.100000000000003,No,Series,PlayReady,Akamai,Browser
7111,,,,,,,,,,,,,,,True,720p,1.0,No,Movie,PlayReady,Akamai,Browser
7112,,,,,,,,,,,,,,,True,480p,6.0000000000000036,Yes,Movie,Widevine,Cloudfront,Browser
7113,,,,,,,,,,,,,,,True,480p,3.7000000000000015,Yes,Movie,Widevine,Akamai,iOS
7114,,,,,,,,,,,,,,,False,480p,1.1,No,Documentary,Widevine,Cloudfront,FireTV
7115,,,,,,,,,,,,,,,False,480p,2.6000000000000014,No,Documentary,PlayReady,Cloudfront,iOS
7116,,,,,,,,,,,,,,,True,480p,3.6000000000000023,Yes,Series,PlayReady,Akamai,FireTV
7117,,,,,,,,,,,,,,,True,480p,3.4000000000000017,Yes,Movie,Widevine,Cloudfront,FireTV
7118,,,,,,,,,,,,,,,False,1080p,3.8000000000000025,Yes,Movie,PlayReady,Cloudfront,FireTV
7119,,,,,,,,,,,,,,,False,4K,4.400000000000003,Yes,Documentary,Widevine,Akamai,FireTV
7120,,,,,,,,,,,,,,,True,480p,1.3000000000000005,Yes,Documentary,Widevine,Akamai,FireTV
7121,,,,,,,,,,,,,,,False,2K,5.100000000000003,Yes,Movie,PlayReady,Cloudfront,iOS
7122,,,,,,,,,,,,,,,True,480p,3.200000000000002,No,Documentary,PlayReady,Akamai,Android
7123,,,,,,,,,,,,,,,False,720p,5.600000000000003,No,Documentary,PlayReady,Akamai,iOS
7124,,,,,,,,,,,,,,,False,480p,1.4000000000000004,Yes,Series,PlayReady,Akamai,FireTV
7125,,,,,,,,,,,,,,,False,480p,4.400000000000003,No,Series,Widevine,Cloudfront,iOS
7126,,,,,,,,,,,,,,,True,480p,4.200000000000003,Yes,Documentary,Widevine,Akamai,Android
7127,,,,,,,,,,,,,,,True,720p,2.400000000000001,No,Movie,Widevine,Akamai,FireTV
7128,,,,,,,,,,,,,,,False,2K,4.200000000000003,No,Movie,Widevine,Akamai,Android
7129,,,,,,,,,,,,,,,True,720p,3.6000000000000023,Yes,Series,Widevine,Akamai,FireTV
7130,,,,,,,,,,,,,,,False,1080p,2.200000000000001,Yes,Series,PlayReady,Cloudfront,Android
7131,,,,,,,,,,,,,,,True,1080p,2.6000000000000014,No,Series,PlayReady,Akamai,FireTV
7132,,,,,,,,,,,,,,,True,2K,5.600000000000003,Yes,Movie,PlayReady,Cloudfront,Browser
7133,,,,,,,,,,,,,,,True,1080p,1.2000000000000002,No,Documentary,Widevine,Cloudfront,iOS
7134,,,,,,,,,,,,,,,False,720p,1.9000000000000008,No,Movie,PlayReady,Cloudfront,iOS
7135,,,,,,,,,,,,,,,True,480p,2.8000000000000016,No,Documentary,PlayReady,Akamai,FireTV
7136,,,,,,,,,,,,,,,False,480p,2.5000000000000013,Yes,Movie,Widevine,Akamai,Android
7137,,,,,,,,,,,,,,,False,1080p,5.700000000000005,No,Series,PlayReady,Cloudfront,FireTV
7138,,,,,,,,,,,,,,,False,2K,3.6000000000000023,No,Series,Widevine,Cloudfront,iOS
7139,,,,,,,,,,,,,,,True,1080p,6.100000000000005,No,Movie,PlayReady,Akamai,FireTV
7140,,,,,,,,,,,,,,,True,1080p,1.5000000000000004,No,Movie,Widevine,Cloudfront,Browser
7141,,,,,,,,,,,,,,,True,480p,3.7000000000000015,No,Movie,Widevine,Cloudfront,iOS
7142,,,,,,,,,,,,,,,False,480p,2.700000000000001,Yes,Documentary,PlayReady,Cloudfront,Android
7143,,,,,,,,,,,,,,,False,720p,1.7000000000000006,Yes,Documentary,Widevine,Cloudfront,iOS
7144,,,,,,,,,,,,,,,False,480p,2.5000000000000013,Yes,Documentary,Widevine,Akamai,Android
7145,,,,,,,,,,,,,,,False,720p,4.100000000000003,No,Documentary,Widevine,Akamai,Android
7146,,,,,,,,,,,,,,,True,480p,2.6000000000000014,Yes,Movie,Widevine,Cloudfront,Browser
7147,,,,,,,,,,,,,,,False,480p,2.6000000000000014,No,Movie,PlayReady,Cloudfront,Android
7148,,,,,,,,,,,,,,,False,2K,4.100000000000003,No,Series,Widevine,Akamai,Android
7149,,,,,,,,,,,,,,,True,480p,3.0000000000000018,No,Series,PlayReady,Akamai,Android
7150,,,,,,,,,,,,,,,False,720p,5.200000000000004,No,Movie,Widevine,Akamai,Android
7151,,,,,,,,,,,,,,,True,480p,2.000000000000001,No,Movie,Widevine,Akamai,FireTV
7152,,,,,,,,,,,,,,,True,480p,3.0000000000000018,Yes,Movie,Widevine,Cloudfront,Android
7153,,,,,,,,,,,,,,,False,480p,3.200000000000002,No,Movie,Widevine,Akamai,Android
7154,,,,,,,,,,,,,,,True,720p,4.3000000000000025,No,Movie,PlayReady,Akamai,iOS
7155,,,,,,,,,,,,,,,False,480p,1.7000000000000006,No,Documentary,Widevine,Cloudfront,Browser
7156,,,,,,,,,,,,,,,False,2K,4.800000000000003,Yes,Documentary,Widevine,Cloudfront,FireTV
7157,,,,,,,,,,,,,,,True,1080p,4.900000000000004,Yes,Series,PlayReady,Akamai,Android
7158,,,,,,,,,,,,,,,False,480p,1.1,Yes,Movie,PlayReady,Cloudfront,Android
7159,,,,,,,,,,,,,,,True,480p,3.8000000000000025,No,Documentary,PlayReady,Cloudfront,FireTV
7160,,,,,,,,,,,,,,,True,720p,5.700000000000005,Yes,Documentary,PlayReady,Akamai,FireTV
7161,,,,,,,,,,,,,,,True,1080p,2.8000000000000016,Yes,Series,PlayReady,Akamai,Browser
7162,,,,,,,,,,,,,,,False,480p,3.6000000000000023,No,Documentary,Widevine,Cloudfront,Android
7163,,,,,,,,,,,,,,,False,480p,4.3000000000000025,No,Movie,PlayReady,Cloudfront,iOS
7164,,,,,,,,,,,,,,,True,480p,2.700000000000001,Yes,Documentary,PlayReady,Akamai,Android
7165,,,,,,,,,,,,,,,False,480p,4.700000000000003,Yes,Documentary,PlayReady,Cloudfront,iOS
7166,,,,,,,,,,,,,,,True,480p,1.7000000000000006,No,Series,Widevine,Cloudfront,FireTV
7167,,,,,,,,,,,,,,,False,480p,3.6000000000000023,No,Series,Widevine,Akamai,FireTV
7168,,,,,,,,,,,,,,,True,480p,4.700000000000003,No,Series,Widevine,Akamai,Browser
7169,,,,,,,,,,,,,,,False,480p,6.600000000000005,Yes,Movie,PlayReady,Cloudfront,Android
7170,,,,,,,,,,,,,,,True,480p,4.100000000000003,Yes,Documentary,Widevine,Cloudfront,iOS
7171,,,,,,,,,,,,,,,True,480p,5.700000000000005,No,Movie,Widevine,Cloudfront,FireTV
7172,,,,,,,,,,,,,,,True,2K,4.400000000000003,Yes,Series,Widevine,Akamai,Browser
7173,,,,,,,,,,,,,,,True,1080p,3.3000000000000016,No,Documentary,PlayReady,Cloudfront,FireTV
7174,,,,,,,,,,,,,,,False,480p,1.9000000000000008,No,Movie,Widevine,Cloudfront,FireTV
7175,,,,,,,,,,,,,,,False,480p,3.4000000000000017,No,Movie,PlayReady,Akamai,FireTV
7176,,,,,,,,,,,,,,,False,720p,5.400000000000004,No,Movie,PlayReady,Cloudfront,Android
7177,,,,,,,,,,,,,,,False,480p,3.6000000000000023,Yes,Documentary,PlayReady,Akamai,FireTV
7178,,,,,,,,,,,,,,,True,480p,4.000000000000003,Yes,Documentary,PlayReady,Cloudfront,iOS
